"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Springfield","17,104","2","0","","0","0","2","165","23","135","7","1"
"Springfield Township","3,406","0","0","","0","0","0","38","19","18","1","0"
"Spring Lake","3,003","0","0","","0","0","0","54","14","40","0","0"
"Spring Lake Heights","4,683","1","0","","0","1","0","22","10","12","0","1"
"Stafford Township","27,028","17","0","","1","3","13","340","48","280","12","0"
"Stanhope","3,501","4","0","","1","0","3","41","7","34","0","0"
"Stone Harbor","842","1","0","","0","0","1","104","18","85","1","0"
"Stratford","6,943","11","1","","0","4","6","107","28","75","4","0"
"Summit","22,147","12","0","","0","4","8","174","26","145","3","0"
"Surf City","1,214","1","0","","0","0","1","21","1","20","0","0"
"Swedesboro","2,635","2","0","","0","1","1","28","8","19","1","1"
"Tavistock","5","0","0","","0","0","0","0","0","0","0","0"
"Teaneck Township","40,519","50","0","","3","19","28","469","110","343","16","3"
"Tenafly","14,773","1","0","","0","1","0","93","25","65","3","0"
"Tewksbury Township","5,930","2","0","","0","0","2","20","8","11","1","0"
"Tinton Falls","17,987","3","0","","1","0","2","305","23","276","6","0"
"Toms River Township","91,634","79","0","","7","30","42","2,466","484","1,960","22","4"
"Totowa","10,947","16","0","","0","4","12","330","29","271","30","0"
"Trenton","84,324","931","32","","23","403","473","2,029","819","870","340","26"
"Tuckerton","3,385","4","0","","0","0","4","58","6","50","2","0"
"Union Beach","5,701","2","0","","0","1","1","77","19","56","2","1"
"Union City","68,787","239","0","","1","98","140","1,186","189","891","106","4"
"Union Township","57,830","89","0","","2","68","19","952","161","707","84","3"
"Upper Saddle River","8,366","4","0","","1","1","2","45","5","31","9","0"
"Ventnor City","10,625","14","0","","1","7","6","319","110","207","2","1"
"Vernon Township","22,861","3","0","","0","2","1","318","32","280","6","1"
"Verona","13,771","4","0","","1","1","2","65","17","44","4","0"
"Vineland","61,115","267","2","","13","113","139","2,243","450","1,762","31","5"
"Waldwick","9,893","1","0","","0","0","1","37","7","30","0","0"
"Wallington","11,610","8","0","","1","3","4","117","18","89","10","0"
"Wall Township","26,074","10","0","","1","3","6","344","52","287","5","2"
"Wanaque","11,246","10","0","","2","3","5","74","15","57","2","2"
"Warren Township","16,021","4","0","","0","2","2","73","19","52","2","0"
"Washington","6,461","10","2","","0","1","7","70","16","54","0","0"
"Washington Township, Bergen County","9,296","0","0","","0","0","0","47","12","31","4","0"
"Washington Township, Gloucester County","48,100","31","0","","0","19","12","897","209","663","25","2"
"Washington Township, Morris County","18,787","7","0","","0","0","7","33","4","29","0","0"
"Washington Township, Warren County","6,494","2","0","","0","1","1","45","6","39","0","0"
"Watchung","5,878","8","0","","0","4","4","343","17","322","4","0"
"Waterford Township","10,844","9","0","","3","1","5","84","28","47","9","1"
"Wayne Township","55,197","37","0","","1","16","20","1,053","98","917","38","0"
"Weehawken Township","13,579","19","0","","1","7","11","263","44","204","15","1"
"Wenonah","2,263","1","0","","0","1","0","15","5","9","1","0"
"Westampton Township","8,772","19","0","","2","8","9","194","30","155","9","0"
"West Amwell Township","2,796","5","0","","2","0","3","10","3","7","0","0"
"West Caldwell Township","10,911","5","0","","0","1","4","51","5","45","1","0"
"West Cape May","1,019","0","0","","0","0","0","22","4","18","0","0"
"West Deptford Township","21,490","11","1","","1","6","3","377","123","244","10","1"
"Westfield","31,017","19","0","","0","6","13","274","49","217","8","0"
"West Long Branch","8,615","6","0","","0","3","3","181","51","127","3","0"
"West Milford Township","26,623","21","0","","2","4","15","257","87","156","14","1"
"West New York","52,791","153","0","","4","64","85","564","120","405","39","2"
"West Orange","46,861","102","1","","6","36","59","706","136","487","83","1"
"Westville","4,247","18","0","","1","9","8","113","28","78","7","0"
"West Wildwood","583","4","0","","1","0","3","22","3","18","1","0"
"West Windsor Township","28,697","12","0","","2","5","5","372","46","319","7","0"
"Westwood","11,129","5","0","","0","1","4","42","3","37","2","0"
"Wharton","6,636","6","0","","1","4","1","118","17","100","1","0"
"Wildwood","5,205","85","0","","9","25","51","611","147","453","11","0"
"Wildwood Crest","3,215","6","0","","0","0","6","133","41","90","2","0"
"Willingboro Township","31,944","123","2","","18","43","60","684","256","404","24","3"
"Winfield Township","1,502","1","0","","0","0","1","18","9","8","1","0"
"Winslow Township","39,139","72","1","","2","23","46","491","143","331","17","5"
"Woodbridge Township","100,969","116","0","","5","52","59","1,815","250","1,480","85","10"
"Woodbury","10,071","31","0","","0","29","2","480","82","382","16","1"
"Woodbury Heights","3,017","5","0","","0","4","1","59","9","49","1","0"
"Woodcliff Lake","5,863","0","0","","0","0","0","39","2","36","1","0"
"Woodland Park","12,395","5","0","","0","4","1","170","29","132","9","0"
"Woodlynne","2,962","10","0","","0","2","8","61","8","47","6","0"
"Wood-Ridge","8,629","2","0","","0","0","2","37","4","31","2","0"
"Woodstown","3,478","4","0","","1","0","3","79","22","55","2","0"
"Woolwich Township","11,523","2","0","","0","0","2","53","13","40","0","0"
"Wyckoff Township","17,011","2","0","","0","2","0","86","18","66","2","0"
