"City","Population","Violentcrime","Murder andnonnegligentmanslaughter","Rape(reviseddefinition)1","Rape(legacydefinition)2","Robbery","Aggravatedassault","Propertycrime","Burglary","Larceny-theft","Motorvehicletheft","Arson"
"Sedalia","21,513","137","0","8","","15","114","1,367","204","1,101","62","4"
"Seligman","832","0","0","0","","0","0","11","2","8","1","0"
"Senath","1,752","0","0","0","","0","0","1","0","0","1","0"
"Seneca","2,423","1","0","0","","0","1","80","13","61","6","0"
"Seymour","1,929","21","0","4","","0","17","41","13","23","5","0"
"Shelbina","1,645","0","0","0","","0","0","14","4","10","0","0"
"Shrewsbury","6,216","4","0","0","","1","3","73","14","54","5","0"
"Sikeston","16,530","272","2","6","","28","236","1,026","176","828","22","3"
"Silex","313","1","0","0","","0","1","4","1","3","0","0"
"Slater","1,837","2","0","0","","0","2","34","6","27","1","0"
"Smithville","9,084","6","0","3","","0","3","86","15","68","3","0"
"Southwest City","953","6","0","0","","0","6","21","5","14","2","0"
"Springfield","165,280","1,961","16","265","","390","1,290","12,638","1,814","9,509","1,315","49"
"St. Ann","12,960","41","0","9","","5","27","234","55","161","18","2"
"St. Charles","67,970","125","1","19","","31","74","1,699","178","1,443","78","23"
"St. Clair","4,707","16","0","1","","1","14","350","32","303","15","0"
"Steelville","1,706","2","0","0","","0","2","81","23","57","1","0"
"Ste. Genevieve","4,405","16","0","1","","0","15","81","4","71","6","0"
"Stewartsville","748","0","0","0","","0","0","0","0","0","0","0"
"St. James","4,148","11","0","0","","0","11","109","12","93","4","1"
"St. John","6,479","27","0","0","","8","19","215","31","164","20","1"
"St. Joseph","77,269","351","2","56","","89","204","4,294","680","3,295","319","12"
"St. Louis","318,574","5,348","159","279","","1,562","3,348","19,919","4,209","12,463","3,247","190"
"St. Marys","348","0","0","0","","0","0","2","0","2","0","0"
"Stover","1,078","10","0","0","","0","10","32","9","22","1","0"
"St. Peters","55,362","91","0","15","","14","62","1,116","92","986","38","6"
"Strafford","2,373","6","0","1","","1","4","88","16","69","3","0"
"Strasburg","142","0","0","0","","0","0","3","0","3","0","0"
"St. Robert","5,375","56","0","7","","7","42","350","55","294","1","1"
"Sturgeon","903","0","0","0","","0","0","1","0","1","0","1"
"Sugar Creek","3,337","16","0","3","","3","10","171","30","114","27","0"
"Sullivan","7,070","21","0","2","","5","14","403","73","313","17","0"
"Summersville","493","2","0","0","","0","2","21","7","12","2","0"
"Sunset Hills","8,529","8","0","1","","1","6","208","20","183","5","0"
"Sweet Springs","1,468","1","0","0","","0","1","16","4","11","1","0"
"Tarkio","1,503","3","0","2","","0","1","17","3","13","1","0"
"Terre du Lac","2,347","1","0","0","","0","1","6","2","4","0","0"
"Thayer","2,258","4","0","0","","0","4","19","3","15","1","0"
"Tipton","3,303","2","0","0","","0","2","29","2","21","6","0"
"Town and Country","10,939","5","0","0","","1","4","115","5","108","2","0"
"Tracy","222","0","0","0","","0","0","1","1","0","0","0"
"Trenton","6,068","7","1","1","","1","4","128","32","91","5","0"
"Troy","11,359","29","0","1","","0","28","278","34","239","5","0"
"Truesdale","711","2","0","0","","0","2","14","2","12","0","0"
"Union","10,645","32","0","0","","4","28","551","73","444","34","1"
"Unionville","1,810","0","0","0","","0","0","29","9","20","0","0"
"University City","35,099","191","2","10","","69","110","1,341","288","999","54","5"
"Urbana","410","2","0","0","","0","2","1","0","1","0","0"
"Van Buren","839","6","0","0","","0","6","20","4","16","0","0"
"Vandalia","4,229","11","0","1","","1","9","88","11","73","4","1"
"Velda City","1,408","25","0","2","","1","22","33","19","5","9","0"
"Velda Village Hills","1,051","0","0","0","","0","0","22","15","7","0","0"
"Verona","598","2","0","0","","0","2","11","3","8","0","0"
"Versailles","2,437","2","0","0","","0","2","97","6","91","0","0"
"Viburnum","674","0","0","0","","0","0","10","2","7","1","1"
"Vienna","601","1","0","0","","0","1","25","6","17","2","0"
"Vinita Park","1,881","4","0","1","","1","2","51","14","31","6","0"
"Walnut Grove","738","0","0","0","","0","0","1","0","0","1","0"
"Wardell","410","2","0","0","","0","2","1","1","0","0","1"
"Warrensburg","20,190","47","0","11","","10","26","645","143","441","61","3"
"Warrenton","8,072","51","0","8","","3","40","447","34","401","12","3"
"Warsaw","2,133","19","0","0","","0","19","88","16","72","0","0"
"Warson Woods","1,953","1","0","0","","0","1","15","0","13","2","0"
"Washburn","432","0","0","0","","0","0","0","0","0","0","0"
"Washington","14,043","13","0","2","","1","10","472","64","402","6","0"
"Waverly","834","4","0","0","","0","4","2","0","2","0","1"
"Waynesville","5,415","19","1","1","","0","17","87","13","73","1","0"
"Weatherby Lake","1,806","1","0","0","","0","1","12","1","10","1","1"
"Webb City","10,977","10","0","4","","1","5","631","37","567","27","4"
"Webster Groves","23,258","42","0","5","","7","30","230","44","174","12","0"
"Wellston","2,337","92","6","2","","17","67","125","39","62","24","2"
"Wellsville","1,172","4","0","0","","1","3","8","4","4","0","0"
"Wentzville","33,282","43","0","8","","3","32","500","45","449","6","1"
"Weston","1,717","2","0","0","","1","1","10","2","8","0","0"
"West Plains","12,321","34","1","2","","5","26","724","92","598","34","0"
"Wheaton","698","0","0","0","","0","0","0","0","0","0","0"
"Willard","5,514","6","1","1","","0","4","86","7","70","9","0"
"Willow Springs","2,173","8","1","1","","0","6","70","9","54","7","0"
"Winfield","1,421","4","0","0","","0","4","14","2","11","1","0"
"Winona","1,309","5","1","0","","0","4","19","6","12","1","0"
"Wood Heights","699","0","0","0","","0","0","7","3","2","2","1"
"Woodson Terrace","4,065","13","0","1","","5","7","141","31","74","36","0"
"Wright City","3,431","11","0","2","","1","8","47","8","35","4","0"
